#It is the results of ./data/COVID19 DEATH.csv
PeGaSus_delaypp: [731919.187813353, 365220.4391942684, 242235.4263662224, 183753.70266653504, 146267.73268388407, 118692.8490916016, 104673.44594280937, 90463.81038102318, 80267.04717714996, 72558.82159450013]
pegasus: [757516.2601157932, 375509.72972443607, 260721.4151832087, 188938.6359823191, 152838.9139121548, 127518.88293291288, 109764.60549792484, 91850.61331386134, 83343.14554192952, 73237.54897499587]
contin_noisered: [591141.4154556075, 304593.0011234028, 198998.52943936994, 153455.36888165912, 120067.886125874, 99099.35922443811, 86200.14748004162, 75120.93084673356, 64252.86342251735, 60599.103595648834]
contin_noisered_close: [597011.1364100964, 297805.4929603775, 202431.09584270843, 151894.9747640289, 121752.8294246499, 99048.71243830184, 88728.353306757, 74814.00182211022, 67169.47367298164, 59849.23734769451]
#It is the results of ./data/National_Custom_Data.csv
naive: [694584.9743462999, 337691.6268260043, 227986.8036801305, 169464.89434794054, 132910.05139323714, 111565.51378478498, 95510.46642733073, 85627.5890529994, 74773.98655229839, 68414.63699374077]
Order_based: [362909.6222231142, 209213.4374672277, 134687.13055067672, 91687.99144252183, 77851.30624546754, 58933.25860932629, 46399.12097321246, 43693.46925846005, 43916.28114877864, 33572.644115559044]
discontin_pp: [199391.38400850075, 108178.33559928225, 68923.989275261, 48788.18456683662, 41761.81657111393, 36606.74553545225, 29039.462961977406, 25836.14168947108, 23270.901270639883, 19653.779868352874]
PeGaSus_delaypp: [728676.7786588394, 364323.56602530845, 243771.7819814138, 182318.84571750116, 147941.28070330157, 123568.61926674048, 104423.49402180655, 90224.35191648272, 79741.01058906851, 74600.82440851815]
pegasus: [742347.5842612886, 376294.05268370436, 248283.58973165025, 189351.55774036728, 152714.22626290657, 127518.53380796422, 105985.78876989696, 92919.35400957621, 87018.25785990726, 75911.72939092206]
contin_noisered: [603867.9596107922, 305120.441804334, 213031.3106807698, 149508.108156753, 123835.97747396189, 99913.3743342288, 85396.15142256723, 75770.75339254248, 65785.23753884135, 60751.234684134906]
contin_noisered_close: [630468.3880562811, 297146.27937563014, 202432.91691153095, 148545.29463901787, 119653.0665517851, 99420.08830981485, 85307.64788751703, 76234.95059037728, 67761.68541332199, 60359.857193683005]
